Sac date,Mouse ID,Coat Color,time sacrificed,Sex,DOB,Age at Sac (days),Body Weight,Nose-Anal Length,Glucose,RFP mg,GFP mg,BFP mg,FFP mg,Adiposity (RFP+GFP+FFP/BW),Comments,Soleus mg,Gastroc mg,FL,ML,AP,Generation
12/14/17,328,agouti,12:05,M,9/19/17,86,23.5,9.8,88,77.2,344.6,54.9,233.6,2.79,see weight records for weight loss,2,126,15.02,1.6,1.1,G28
12/11/17,329,agouti,13:37,F,9/19/17,83,21.7,9.6,80,14.2,117,43.9,173.5,1.40,not fasted ON,2.3,97.1,14.59,1.46,1.25,G28
12/11/17,330,agouti,14:10,F,9/19/17,83,21,9.3,82,35.7,207.4,49.8,210.5,2.16,not fasted ON,2.7,115,14.77,1.21,1.17,G28
12/11/17,331,agouti,14:34,F,9/19/17,83,22,9.5,111,78.2,511.2,53.2,267.4,3.89,"not fasted ON, ",5.2,111.9,14.91,1.33,1.19,G28
12/11/17,332,agouti,16:00,F,9/19/17,83,24.5,9.7,106,152.1,258.6,NA,263.2,2.75,Larry collected fat pads; R tibia broken; femoral head? not fasted ON,4.20,120.1,15.62,1.65,1.23,G28
12/12/17,333,agouti,13:38,F,9/19/17,84,22.3,9.4,48,16.3,105,43.4,97.3,0.98,NA,3.9,108,15,1.54,1.26,G28
12/12/17,334,agouti,14:06,F,9/19/17,84,21.4,9.7,64,9.2,70.3,37.2,94.5,0.81,NA,2.8,116.8,16.26,1.55,1.36,G28
12/12/17,335,black,14:35,F,9/19/17,84,17.8,9.1,84,0,18.9,28.1,48.2,0.38,NA,3.8,96.4,14.47,1.29,1.08,G28
12/12/17,336,white,15:00,F,9/19/17,84,22,9.4,59,12.7,54.7,30.7,113.1,0.82,NA,5.2,128.1,15.55,1.48,1.16,G28
12/13/17,337,white,13:33,F,9/19/17,85,21.3,9.8,94,9.8,64,44.7,121,0.91,NA,7,114.2,15,1.43,1.25,G28
12/13/17,338,agouti,14:01,F,9/19/17,85,26.8,10.4,58,56.6,294.3,48.4,124.2,1.77,NA,4.2,135.8,15.46,1.77,1.37,G28
12/13/17,339,black,14:31,F,9/19/17,85,25,9.8,108,69.8,389.6,43.6,307.5,3.07,NA,5.5,112.9,14.67,1.56,1.18,G28
12/13/17,340,white,15:07,F,9/19/17,85,19,9.3,87,8.1,40.8,35.3,92.7,0.75,NA,2.7,87.7,14.94,1.31,1.14,G28
12/14/17,341,agouti,13:22,F,9/19/17,86,19.5,9.8,73,17.2,79.6,36.4,101.5,1.02,NA,3.5,111.1,15.33,1.46,1.23,G28
12/14/17,342,agouti,13:48,F,9/19/17,86,28.2,10.4,92,149.9,873.6,62.4,474.2,5.31,NA,6.7,148.8,14.4,1.59,1.23,G28
12/14/17,343,agouti,14:11,F,9/19/17,86,21.2,9.5,73,34.1,182.8,41,176.2,1.85,NA,4.4,139,15.06,1.55,1.24,G28
12/14/17,344,white,14:35,F,9/19/17,86,27.9,10.6,100,124.5,518.7,143.7,621,4.53,NA,8.8,142.2,16.06,1.48,1.18,G28
12/14/17,345,white,15:03,F,9/19/17,86,33.5,10.3,87,181.6,842.6,75,630,4.94,NA,6.1,151.5,15.72,1.72,1.43,G28
1/2/18,346,agouti,10:18,M,10/10/17,84,31.8,10.5,141,145.6,560.1,160.6,450.4,3.64,not fasted ON,6.2,162.2,15.94,1.66,1.37,G28
1/2/18,347,agouti,10:45,M,10/10/17,84,31.6,10.8,175,340,1273.8,141.7,615,7.05,"not fasted ON, see weight records for weight loss",NA,160.1,16.02,1.56,1.3,G28
1/2/18,348,agouti,11:12,M,10/10/17,84,NA,11.2,175,392.9,1277.6,182.2,1111.1,,not fasted ON,7.7,184.2,16.38,1.55,1.25,G28
1/2/18,349,agouti,11:38,M,10/10/17,84,NA,10.9,154,99.4,336,130.3,428.1,,not fasted ON,6.9,201.8,17.37,1.79,1.43,G28
1/3/18,350,black,10:42,M,10/10/17,85,30.2,10.2,105,111.9,586,60.1,321.3,,NA,5.1,132.8,15.68,1.52,1.22,G28
1/3/18,351,agouti,11:09,M,10/10/17,85,28.7,10.2,128,66,232.7,58.1,253.9,,NA,4.7,135,15.91,1.65,1.31,G28
1/3/18,352,agouti,11:35,M,10/10/17,85,29.6,10,65,276.9,876.9,122.2,628.2,,very little marrow,5.3,117.3,15.09,1.54,1.24,G28
1/3/18,353,agouti,12:02,M,10/10/17,85,29.8,10.3,84,38.1,280.9,54,213.3,,NA,5.2,179.5,15.3,1.62,1.25,G28
1/4/18,354,chincilla-dark eyes,10:30,M,10/10/17,86,36.2,11,111,194.2,1124,100.9,622,,NA,5,153.5,16.71,1.9,1.32,G28
1/4/18,355,agouti,10:57,M,10/10/17,86,23.6,9.6,73,40.8,177.8,55.7,134.5,,NA,3.8,100.8,14.36,1.3,1.11,G28
1/4/18,356,black,11:23,M,10/10/17,86,24.1,9.6,91,31.3,178.1,51.2,117.2,,NA,2.8,139.8,14.71,1.62,1.25,G28
1/4/18,357,white,11:47,M,10/10/17,86,31.9,10.2,95,172.8,799.4,79,727.8,,NA,4.4,146.4,15.1,1.52,1.28,G28
1/5/18,358,agouti,10:48,M,10/10/17,87,28.6,10.2,86,18.2,135.1,47,124.5,,broke femoral head,3.5,159.9,16.02,1.49,1.2,G28
1/5/18,359,agouti,11:13,M,10/10/17,87,33.3,10.8,115,110.4,546.5,91.3,445.6,,NA,3.7,148.8,16.23,1.67,1.31,G28
1/5/18,360,white,11:38,M,10/10/17,87,32.9,10.7,161,164.2,646.8,90.7,557.8,,NA,4.3,159.7,15.6,1.63,1.2,G28
1/5/18,361,agouti,12:04,M,10/10/17,87,19.3,9.2,78,90.6,309.3,61.8,304.6,,NA,2.7,89.9,13.5,1.23,1.07,G28
1/2/18,362,agouti,12:07,F,10/10/17,84,NA,10.1,88,87.9,355.2,57.9,341.5,,"not fasted ON, left and right tibias broken",6.4,135.9,15.55,1.39,1.23,G28
1/2/18,363,agouti,13:18,F,10/10/17,84,NA,10.2,170,43.3,257.8,42.8,216.6,,not fasted ON,5.5,109.3,15.54,1.37,1.25,G28
1/2/18,364,agouti,13:43,F,10/10/17,84,NA,9.6,130,139.5,458.1,50.2,409.5,,not fasted ON,4.2,116.5,14.38,1.45,1.19,G28
1/2/18,365,black,14:07,F,10/10/17,84,NA,10.3,113,76.2,410,78.8,296.3,,not fasted ON,4.1,153.5,15.68,1.72,1.35,G28
1/3/18,366,agouti,13:12,F,10/10/17,85,21.5,9.6,49,41.8,189.8,38.6,115.9,,NA,3.9,105.8,15.38,1.36,1.21,G28
1/3/18,367,agouti,13:37,F,10/10/17,85,22.7,9.8,57,25,137,39.9,122,,NA,5.1,107.2,15.54,1.37,1.27,G28
1/3/18,368,black,14:03,F,10/10/17,85,21,9.2,79,37.4,234.6,51.7,141.6,,NA,4.5,120.1,15.17,1.45,1.23,G28
1/3/18,369,white,14:32,F,10/10/17,85,27.5,9.7,59,62.2,429,61.7,221.1,,NA,5.4,165.4,15.97,1.62,1.27,G28
1/4/18,370,agouti,12:16,F,10/10/17,86,21.4,9.6,86,26.8,175,42.2,163.7,,NA,4.2,115.7,14.87,1.47,1.13,G28
1/4/18,371,agouti,13:30,F,10/10/17,86,20.4,9.5,67,63.2,387.5,57.9,254.1,,NA,3,90.6,13.61,1.28,1.1,G28
1/4/18,372,agouti,13:53,F,10/10/17,86,23.8,9.6,62,85.6,529.6,61.8,350.9,,NA,1.4,124.2,14.95,1.34,1.28,G28
1/4/18,373,black,14:24,F,10/10/17,86,26.4,9.9,122,111.5,1017.1,77.5,514.9,,NA,3.6,140.6,15.92,1.55,1.22,G28
1/5/18,374,agouti,13:13,F,10/10/17,87,23.7,10.2,63,57.9,265.5,51.4,236.7,,NA,4.6,132.5,16.06,1.61,1.41,G28
1/5/18,375,agouti,13:37,F,10/10/17,87,20.4,9.6,80,23.4,267.4,36.1,173.1,,NA,3.8,104.9,15.02,1.54,1.25,G28
1/5/18,376,agouti,14:10,F,10/10/17,87,22,10.2,79,37,195.4,63.4,171.8,,NA,4.2,119.2,16.01,1.5,1.14,G28
1/5/18,377,white,14:38,F,10/10/17,87,27,10.4,98,13.3,115.7,47.7,181.6,,NA,6.2,146.7,16,1.51,1.32,G28
4/9/18,378,black,10:17,M,1/16/18,83,33.2,10.1,133,234.9,853.9,111.8,512.9,,had food about 30 min before pickup,4,152.1,15.71,1.64,1.39,G29
4/9/18,379,black,10:45,M,1/16/18,83,30.5,10.2,125,277.8,695.5,104.6,534.9,,"had food about 30 min before pickup, no plasma, broke R tibia",4.5,133.1,15.51,1.55,1.24,G29
4/9/18,380,agouti,11:10,M,1/16/18,83,28.7,10.5,127,189.4,545.9,118,615.9,,had food about 30 min before pickup,4.9,134.5,15.45,1.68,1.08,G29
4/9/18,381,white,11:38,M,1/16/18,83,27.4,10.3,90,89,328.2,55,267,,had food about 30 min before pickup,3.2,157.7,15.95,1.6,1.37,G29
4/9/18,382,black,12:02,M,1/16/18,83,23.7,9.9,103,100.2,280.3,87.3,221,,"had food about 30 min before pickup, see weight records for weight loss",3.9,121.1,14.33,1.47,1.13,G29
4/10/18,383,black,10:15,M,1/16/18,84,28.4,10.5,89,100.4,470.8,69.6,494.6,,NA,6.4,157.4,15.13,1.73,1.19,G29
4/10/18,384,black,10:37,M,1/16/18,84,25.9,9.8,114,87.1,542.5,58.5,256.9,,NA,3.7,120.6,14.62,1.41,1.25,G29
4/10/18,385,agouti,11:00,M,1/16/18,84,23.9,9.6,86,25.8,192.2,47.4,149.2,,NA,4.3,125.7,14.49,1.52,1.15,G29
4/10/18,386,black,11:23,M,1/16/18,84,25.3,10.1,107,111.6,281.6,79.5,224.8,,see weight records for weight loss,5.6,134.7,15.01,1.54,1.16,G29
4/10/18,387,white,11:46,M,1/16/18,84,29.5,10,67,159.7,593.8,86.9,509.6,,NA,5.1,148.1,15.94,1.32,1.17,G29
4/11/18,388,agouti,10:45,M,1/16/18,85,31.6,10.2,141,88.1,374.7,65.9,230.6,,L tibia broken,6.5,174.6,15.89,1.6,1.24,G29
4/11/18,389,agouti,11:12,M,1/16/18,85,23.8,10,145,117.5,378.8,60.3,308.5,,NA,5,135.1,14.81,1.49,1.24,G29
4/11/18,390,white,11:35,M,1/16/18,85,24.3,9.7,85,18.8,199.8,57.1,166.1,,NA,5.1,149,14.33,1.37,1.15,G29
4/11/18,391,agouti,12:02,M,1/16/18,85,26.3,10.3,113,39.6,195.3,80.2,248.5,,NA,6.9,139.3,15.85,1.34,1.12,G29
4/11/18,392,black,12:25,M,1/16/18,85,34.1,10.6,97,221.9,921.5,120.5,638.6,,R tibia broken,2.6,80.5,16.3,1.68,1.42,G29
4/12/18,393,white,13:19,M,1/16/18,86,25.8,10.4,109,62.2,351.4,71.7,245.2,,"some food in cage, see weight records for weight loss",4.5,129.9,15.74,1.41,1.25,G29
4/12/18,394,agouti,13:42,M,1/16/18,86,24.9,10.4,103,30,109.8,43.8,158.7,,R tibia broken,4.2,113,15.6,1.51,1.23,G29
4/12/18,395,black,14:02,M,1/16/18,86,22.3,9.9,55,4.3,82.3,40.6,66,,decapitated,4.2,105.6,15.51,1.57,1.34,G29
4/12/18,396,agouti,14:28,M,1/16/18,86,24.4,9.6,87,15.7,126.3,39.2,108.3,,NA,4.1,118.2,14.71,1.49,1.27,G29
4/12/18,397,black,15:00,M,1/16/18,86,46.6,10.9,206,748.2,1419.2,190.5,1108.1,,R tibia broken,9.6,197.6,16.87,1.77,1.36,G29
4/9/18,398,agouti,13:20,F,1/16/18,83,31.3,10.6,130,179,880.8,92.7,1003.2,,had food about 30 min before pickup,6,129.6,15.88,1.61,1.28,G29
4/9/18,399,agouti,14:04,F,1/16/18,83,26.6,10.4,111,53.6,251.7,60.6,249.4,,had food about 30 min before pickup,5.4,154.6,15.44,1.5,1.3,G29
4/9/18,400,white,14:28,F,1/16/18,83,20.2,9.5,93,39.3,147.7,53.2,246.6,,had food about 30 min before pickup,4.5,123.8,14.01,1.44,1.2,G29
4/9/18,401,white,14:52,F,1/16/18,83,23.5,10.2,82,74.6,265.4,47.2,291.1,,had food about 30 min before pickup,5.3,124.1,15.86,1.63,1.38,G29
4/9/18,402,white,15:14,F,1/16/18,83,25.9,10.2,88,90.5,548.8,64.9,280.4,,had food about 30 min before pickup,5.8,134.2,15.4,1.65,1.35,G29
4/10/18,403,agouti,12:51,F,1/16/18,84,21.4,9.5,37,29.3,208.4,52.4,149.7,,NA,4,100.9,14.6,1.35,1.19,G29
4/10/18,404,black,13:17,F,1/16/18,84,21.6,9.4,59,34,184.2,42.4,209.5,,NA,2.8,100.8,14.92,1.33,1.18,G29
4/10/18,405,white,13:42,F,1/16/18,84,22.3,9.8,93,0,50.3,32.9,117,,NA,3.8,105.6,14.93,1.46,1.2,G29
4/10/18,406,white,14:05,F,1/16/18,84,23.9,9.5,50,33.9,369.7,42.4,220.9,,NA,6.2,111.5,15.68,1.44,1.26,G29
4/10/18,407,white,14:31,F,1/16/18,84,21.9,9.9,67,10.5,71,31.9,108.5,,NA,3.8,103.1,15.83,1.31,1.25,G29
4/11/18,408,agouti,13:52,F,1/16/18,85,21,9.9,78,29.3,123,62,208,,NA,3.8,98.6,15.61,1.35,1.18,G29
4/11/18,409,agouti,14:20,F,1/16/18,85,28.5,10,74,90,865.1,53.1,404.2,,NA,4.1,133,15.75,1.47,1.24,G29
4/11/18,410,agouti,14:43,F,1/16/18,85,20.5,9.6,110,58.7,116.2,69.5,264.6,,NA,5,112.8,14.87,1.39,1.11,G29
4/11/18,411,black,15:16,F,1/16/18,85,19.4,9.5,69,34.3,60.8,38.6,117.7,,NA,3.1,106.4,14.6,1.5,1.22,G29
4/11/18,412,white,15:41,F,1/16/18,85,29.8,10.3,102,172.7,761.8,95.7,759.3,,NA,4.3,145.3,15.3,1.5,1.28,G29
4/12/18,413,agouti,10:26,F,1/16/18,86,21.8,9.5,152,46.9,485,57.5,191.8,,L tibia broke,6.4,120.6,14.47,1.41,1.06,G29
4/12/18,414,agouti,10:51,F,1/16/18,86,25.9,9.7,108,168.5,717.7,81.1,431.3,,see weight records for weight loss,4.1,101.4,15.49,1.59,1.25,G29
4/12/18,415,agouti,11:13,F,1/16/18,86,22.2,9.7,68,9.2,78.4,36,126.7,,NA,7.4,118.1,15.67,1.7,1.37,G29
4/12/18,416,black,11:38,F,1/16/18,86,26.8,10.4,88,53.8,327.7,43.3,208.7,,NA,8.5,169.1,16.3,1.58,1.28,G29
4/12/18,417,white,12:09,F,1/16/18,86,22.5,9.7,91,30.2,185.4,37.4,193.2,,NA,5.3,119.9,14.62,1.42,1.05,G29
6/18/18,418,white,13:50,M,3/27/18,83,35.7,10.7,121,275.8,671.1,103.8,448.3,,see weight records for weight loss,6,198.8,16,1.95,1.48,G30
6/18/18,419,white,14:19,M,3/27/18,83,34.5,10.8,135,476.2,1465.3,132.8,800.5,,NA,6.3,172,15.23,2.03,1.45,G30
6/18/18,420,white,14:46,M,3/27/18,83,26.2,10.1,120,121.7,614.4,61,417.4,,no thymus,5.7,188.1,15.39,1.42,1.21,G30
6/18/18,421,agouti,15:15,M,3/27/18,83,29.9,10.2,115,85.5,420.9,65.4,248.2,,NA,2.7,168,15.28,1.43,1.21,G30
6/18/18,422,agouti,15:44,M,3/27/18,83,22.1,9.8,57,44.7,189.2,42.2,163.1,,NA,6.4,117,14.84,1.65,1.1,G30
6/19/18,423,agouti,13:42,M,3/27/18,84,27.9,10.1,122,116,441.6,97.9,327.9,,NA,5.3,158.9,15.55,1.74,1.18,G30
6/19/18,424,agouti,14:10,M,3/27/18,84,33.3,10.6,93,381.3,885.2,86,340.6,,NA,7.4,158.4,16.43,1.65,1.41,G30
6/19/18,425,agouti,14:45,M,3/27/18,84,42.5,10.5,83,39.6,242.2,61.4,195.1,,NA,5.2,181.2,15.62,1.76,1.36,G30
6/19/18,426,white,15:10,M,3/27/18,84,25.2,9.7,52,23.5,281.3,59.7,163,,"decapitated, black stools",4.8,154.4,15.37,1.66,1.24,G30
6/19/18,427,white,15:40,M,3/27/18,84,27.3,9.7,93,202.3,475.7,169.3,392.2,,NA,4.8,140.6,15.27,1.68,1.28,G30
6/20/18,428,agouti,14:40,M,3/27/18,85,30.2,10.3,107,271.8,893.6,106,608.4,,NA,4.7,147.4,15.21,1.64,1.22,G30
6/20/18,429,brown,15:09,M,3/27/18,85,45.8,11.5,167,356.6,1224.8,148.2,957.8,,NA,3.6,166.2,17.23,1.71,1.37,G30
6/20/18,430,white,15:41,M,3/27/18,85,28.2,10.3,90,104.8,273.2,57.2,266.2,,NA,4.8,131.1,15.97,1.92,1.3,G30
6/20/18,431,white,16:22,M,3/27/18,85,29.6,10.1,85,137.4,425.8,48,674.6,,see weight records for weight loss,3.3,118.3,15.48,1.54,1.25,G30
6/20/18,432,white,16:46,M,3/27/18,85,29.7,10.4,108,74.6,329.5,49.3,211.3,,NA,6.4,150.1,15.8,1.64,1.28,G30
6/21/18,433,agouti,14:34,M,3/27/18,86,25.7,9.8,110,98.9,323.2,95.8,356,,NA,5.4,149.9,13.92,1.35,1.22,G30
6/21/18,434,black,15:02,M,3/27/18,86,27.8,10.4,56,56,273,43.550.6,204.5,,NA,5.7,132.4,16.07,1.5,1.17,G30
6/21/18,435,black,15:29,M,3/27/18,86,29.2,10.5,110,39.3,273.5,43.5,145.4,,NA,4.2,165.7,15.29,1.65,1.2,G30
6/21/18,436,black,15:51,M,3/27/18,86,30,10.5,153,221.6,556.5,188.1,439,,decapitated,5.3,152.8,15.23,1.49,1.22,G30
6/21/18,437,agouti,16:23,M,3/27/18,86,31.1,10.6,77,87,376.4,53.5,277.1,,NA,7.2,165.1,16.22,1.76,1.4,G30
6/18/18,438,black,10:45,F,3/27/18,83,30,10.4,158,55.6,250.7,50.2,224.6,,NA,6.7,160.9,16.22,1.74,1.46,G30
6/18/18,439,black,11:12,F,3/27/18,83,26.3,10.3,95,83.3,540.2,72.5,329.8,,NA,6.2,154.1,16,1.75,1.37,G30
6/18/18,440,black,11:38,F,3/27/18,83,26.7,10.5,85,95.8,653,61.8,232.2,,NA,5.3,149.3,15.07,1.65,1.38,G30
6/18/18,441,white,12:06,F,3/27/18,83,26.4,10.5,88,64.6,294.4,78.4,223.4,,NA,5.8,144,16.19,1.76,1.48,G30
6/18/18,442,white,12:31,F,3/27/18,83,27.6,10.2,125,132.5,436.1,102.2,463.8,,NA,4.6,147.5,15.52,1.53,1.24,G30
6/19/18,443,agouti,10:40,F,3/27/18,84,31.3,10.2,68,189.9,807.6,78.5,588.3,,NA,6.3,147.8,15.46,1.85,1.35,G30
6/19/18,444,agouti,11:05,F,3/27/18,84,27,10.3,56,71.5,355.6,59.3,199.6,,NA,5.9,161.8,15.41,1.8,1.4,G30
6/19/18,445,black,11:31,F,3/27/18,84,23.4,9.6,67,84.1,646.3,54.1,503.1,,NA,4.6,119.8,14.62,1.41,1.26,G30
6/19/18,446,black,11:55,F,3/27/18,84,22.9,10.2,73,0,29.3,29.2,67.8,,NA,4.9,117.4,15.51,1.61,1.3,G30
6/19/18,447,black,12:16,F,3/27/18,84,23.6,10.4,77,0,56.6,39.7,103.5,,see weight records for weight loss,5.7,116.5,15.89,1.68,1.4,G30
6/20/18,448,agouti,11:25,F,3/27/18,85,30.5,10,121,349.2,1295.7,124.2,964.2,,NA,3.7,116.4,14.57,1.56,1.2,G30
6/20/18,449,agouti,11:50,F,3/27/18,85,26.5,9.9,119,72.9,464.2,76.5,269.6,,NA,6,200.3,15.76,1.4,1.1,G30
6/20/18,450,agouti,12:14,F,3/27/18,85,19,9.1,129,99.5,276.5,59.5,402.1,,"broke R tibia, no heart",3.9,116.5,14.07,1.19,1.08,G30
6/20/18,451,black,12:41,F,3/27/18,85,21.5,9.4,100,76.1,549,85.6,405.8,,NA,3.8,99.6,14.81,1.34,1.1,G30
6/20/18,452,white,13:06,F,3/27/18,85,24.9,9.9,125,18.7,90.9,55.7,168.7,,NA,5.1,123.7,15.32,1.73,1.36,G30
6/21/18,453,agouti,11:21,F,3/27/18,86,22.1,10.2,118,13.6,82.7,28.3,174.2,,NA,5.4,138.2,16.11,1.43,1.25,G30
6/21/18,454,agouti,11:47,F,3/27/18,86,22.4,9.9,135,56.9,276.2,37.4,254.6,,NA,4.1,121.2,15.42,1.52,1.24,G30
6/21/18,455,agouti,12:15,F,3/27/18,86,20.3,9.5,114,31.6,170,32.7,185.9,,NA,5,107.2,15.67,1.3,1.1,G30
6/21/18,456,agouti,12:40,F,3/27/18,86,24.7,10.4,96,158.2,437.1,70.5,320.4,,NA,2.4,119.4,14.73,1.5,1.26,G30
6/21/18,457,black,13:11,F,3/27/18,86,23.2,10.3,97,65.4,195.4,59.2,280.5,,NA,6.3,141.4,15.53,1.56,1.26,G30
7/16/18,458,white,13:42,M,4/17/18,90,40.3,11.2,125,250.3,701,85.3,605.8,,NA,7.5,216.4,15.9,1.78,1.33,G30
7/16/18,459,black,14:12,M,4/17/18,90,32.4,10.3,129,150,622.4,114.3,542.5,,NA,6.8,172.1,15.34,1.68,1.23,G30
7/16/18,460,black,14:40,M,4/17/18,90,25,10.1,134,91.4,332.2,63.7,199.5,,NA,5.3,133.7,15.61,1.48,1.24,G30
7/16/18,461,black,15:23,M,4/17/18,90,39.5,10.4,122,344.8,1065.3,119.2,995.7,,NA,6.8,174.4,15.25,1.89,1.32,G30
7/16/18,462,agouti,15:49,M,4/17/18,90,41.4,10.8,82,315.9,2144.4,210.6,827.8,,NA,5.7,160,16.23,1.89,1.36,G30
7/17/18,463,agouti,14:14,M,4/17/18,91,31.3,10.8,54,98.8,318.7,78.9,285,,NA,5.5,172.8,15.23,1.63,1.22,G30
7/17/18,464,agouti,14:42,M,4/17/18,91,32.5,10.7,87,146.4,485.6,77.1,454.9,,NA,5.9,186.3,15.19,1.5,1.15,G30
7/17/18,465,agouti,15:14,M,4/17/18,91,31.7,10.8,86,103.6,427,77.1,283.4,,NA,6.9,161.5,15.6,1.71,1.36,G30
7/17/18,466,brown,15:50,M,4/17/18,91,30.2,10.2,69,181.1,688.2,83.6,574.3,,broke R tibia,5.2,136.8,15.55,1.46,1.22,G30
7/17/18,467,agouti,16:15,M,4/17/18,91,41.4,11.1,104,388.6,1829.3,100.9,762.8,,NA,6.6,195.7,16.84,1.77,1.51,G30
7/18/18,468,agouti,13:44,M,4/17/18,92,26.7,9.9,100,53.9,241.6,36.6,181.9,,see weight records for weight loss,5.5,154.8,15.53,1.47,1.22,G30
7/18/18,469,agouti,14:07,M,4/17/18,92,29.9,9.9,73,184.2,550.1,158.4,618.4,,NA,5.3,155.9,14.53,1.39,1.13,G30
7/18/18,470,agouti,14:32,M,4/17/18,92,27.1,10.1,72,13.9,152.8,54.3,84.2,,NA,4.8,139.3,15.88,1.58,1.33,G30
7/18/18,471,agouti,15:03,M,4/17/18,92,32.1,10.7,120,139.1,404.6,39.7,369.1,,NA,5.1,186.5,16.43,1.68,1.27,G30
7/18/18,472,agouti,15:28,M,4/17/18,92,24.4,10.5,134,188.4,563.5,94.5,427.8,,NA,6,170.9,15.81,1.55,1.22,G30
7/19/18,473,white,13:22,M,4/17/18,93,36.3,10.6,119,266.1,686.2,155,727.7,,NA,6.8,163.3,15.77,1.7,1.27,G30
7/19/18,474,white,13:55,M,4/17/18,93,35.7,10.4,155,237.3,682.1,101.7,435.9,,NA,8.8,164.4,14.2,1.7,1.23,G30
7/19/18,475,white,14:30,M,4/17/18,93,31.2,10.5,85,109.4,374.5,50.9,309.3,,NA,4.8,178.9,16.13,1.67,1.17,G30
7/19/18,476,agouti,14:59,M,4/17/18,93,34.2,10.1,102,232.5,1058.5,101.9,718.3,,NA,5.5,139.6,13.75,1.67,1.21,G30
7/19/18,477,agouti,15:22,M,4/17/18,93,25.5,9.9,89,41.2,255.2,52.1,209.3,,NA,4,165,14.58,1.57,1.09,G30
7/16/18,478,agouti,10:39,F,4/17/18,90,25.4,10.2,118,91.3,412,51,297.6,,NA,5.60,142.9,15.37,1.46,1.23,G30
7/16/18,479,agouti,11:08,F,4/17/18,90,23.9,9.8,109,81.7,301.1,70.7,488.1,,NA,4.9,145.8,15.55,1.46,1.22,G30
7/16/18,480,black,11:36,F,4/17/18,90,25.2,9.7,104,18.1,105.9,40.3,138.2,,NA,5,143.2,14.74,1.64,1.24,G30
7/16/18,481,black,12:03,F,4/17/18,90,23.9,9.8,132,72.4,388.2,64.6,292.7,,NA,5.7,137.5,14.67,1.56,1.2,G30
7/16/18,482,black,12:29,F,4/17/18,90,28,10.4,106,138,523.3,60,412.7,,NA,5.9,159.8,15.92,1.58,1.19,G30
7/17/18,483,agouti,11:25,F,4/17/18,91,19.3,9.7,75,12.1,45.9,51.7,91.4,,l tibia broken,2,93.7,14.56,1.42,1.1,G30
7/17/18,484,agouti,11:48,F,4/17/18,91,24,9.6,62,19,89.9,49.6,138.4,,NA,3.6,146.2,15.22,1.72,1.25,G30
7/17/18,485,agouti,12:13,F,4/17/18,91,25.6,9.5,91,129.9,572.8,67,435.1,,NA,5.3,124.4,15.08,1.62,1.27,G30
7/17/18,486,brown,12:37,F,4/17/18,91,33,10.2,74,227.7,1005.7,102,678.9,,NA,NA,168.9,15.33,1.64,1.34,G30
7/17/18,487,white,13:05,F,4/17/18,91,23.6,9.7,63,92.5,394.4,63.9,265.2,,l tibia broken,5,128.1,13.86,1.39,1.05,G30
7/18/18,488,agouti,10:56,F,4/17/18,92,22.9,10.1,64,17.3,88.3,38.4,178.5,,NA,5.2,145.6,15.67,1.36,1.21,G30
7/18/18,489,agouti,11:20,F,4/17/18,92,26.4,10,118,29.7,155.2,47.4,295.1,,decapitated,5.5,149.1,15.07,1.56,1.18,G30
7/18/18,490,black,11:48,F,4/17/18,92,26.3,10.2,100,115.8,408.2,55.9,305.2,,NA,6.3,135.5,16.4,1.46,1.25,G30
7/18/18,491,white,12:15,F,4/17/18,92,21.2,9.7,84,21.1,83.4,44.9,158.5,,NA,5,124.8,15.53,1.57,1.24,G30
7/18/18,492,white,12:41,F,4/17/18,92,26.9,9.8,102,135.1,702.1,85.6,504.3,,NA,3.6,150.2,14.92,1.61,1.23,G30
7/19/18,493,agouti,10:32,F,4/17/18,93,26,10.2,101,26.5,217,57.2,216.1,,NA,5,137.1,16.68,1.81,1.4,G30
7/19/18,494,agouti,10:55,F,4/17/18,93,21.9,9.5,118,29,61.9,37.1,210.6,,broke R tibia,4.9,123.5,15.59,1.3,1.1,G30
7/19/18,495,black,11:16,F,4/17/18,93,27.7,10.2,96,19.7,83.7,50.8,150.1,,NA,5.5,125.6,16.08,1.73,1.39,G30
7/19/18,496,black,11:41,F,4/17/18,93,28,10.8,104,58,173.9,69.7,266,,NA,5.8,174.9,16.09,1.46,1.3,G30
7/19/18,497,white,12:06,F,4/17/18,93,22.4,9.7,73,26.1,74.1,67.4,151.3,,hunched-on SF-looked better,6.1,115.5,16.51,1.5,1.3,G30
9/24/18,498,agouti,13:47,M,7/3/18,83,22.5,9.5,121,51.9,165.5,71.4,212.5,,NA,3.9,119.4,14.65,1.4,1.17,G31
9/24/18,499,agouti,14:20,M,7/3/18,83,32.1,10.4,96,289.4,1093.4,152.3,643.1,,NA,6.7,160.4,15.32,1.59,1.18,G31
9/24/18,500,white,14:49,M,7/3/18,83,37,11,140,291.1,871.2,112.7,1007.2,,NA,7.7,178.9,15.92,1.73,1.35,G31
9/24/18,501,agouti,15:30,M,7/3/18,83,29,9.9,91,138.7,414.6,80.4,396.6,,NA,4.9,147.5,15.84,1.45,1.13,G31
9/24/18,502,agouti,16:00,M,7/3/18,83,26.2,10,113,72.5,160.9,60.5,303.9,,no brain collected,7.3,138.3,14.94,1.59,1.24,G31
